conjecture,run,T,c,s,mean_tau_counterfactual,sd_tau_counterfactual,frac_action1_counterfactual,n_actual_context,mean_tau_actual,sd_tau_actual,frac_action1_actual,obs_count,obs_freq,frac_action1_observed,regret_always1_observed,regret_always0_observed
conj1,5,51,0,0,0.302346,1.13565,0.6,43,0.278376,1.17552,0.55814,1108,0.217255,0.574007,0.333726,0.633308
conj1,5,51,0,1,0.393835,1.42102,0.65,43,0.383219,1.59958,0.674419,1085,0.212745,0.676498,0.449899,0.843681
conj1,5,51,1,0,0.480863,1.69136,0.62,57,0.482805,1.55271,0.631579,1464,0.287059,0.614071,0.413942,0.858545
conj1,5,51,1,1,0.572351,2.02825,0.67,57,0.564219,1.83935,0.666667,1443,0.282941,0.671518,0.452869,1.06453
conj1,6,51,0,0,0.55639,0.891099,0.7,52,0.338836,0.865878,0.634615,1279,0.250784,0.627052,0.203811,0.538672
conj1,6,51,0,1,0.641454,1.4358,0.64,52,0.331856,1.33802,0.557692,1373,0.269216,0.563729,0.416639,0.75549
conj1,6,51,1,0,0.709681,1.31423,0.72,48,0.974934,1.28821,0.791667,1205,0.236275,0.8,0.172821,1.15089
conj1,6,51,1,1,0.794744,1.85396,0.71,48,1.15971,1.90845,0.75,1243,0.243725,0.742558,0.290631,1.4133
conj1,7,51,0,0,0.461654,1.07362,0.67,44,0.397989,1.00475,0.613636,1126,0.220784,0.619005,0.266426,0.661039
conj1,7,51,0,1,0.821018,1.49986,0.73,44,0.543704,1.55194,0.636364,1118,0.219216,0.641324,0.371677,0.962735
conj1,7,51,1,0,0.609003,1.36735,0.65,56,0.682991,1.47627,0.660714,1388,0.272157,0.672911,0.344682,1.07679
conj1,7,51,1,1,0.968366,1.72336,0.7,56,1.21022,1.72938,0.75,1468,0.287843,0.745913,0.29127,1.46032
conj1,8,51,0,0,0.360725,0.920994,0.66,51,0.415293,0.916648,0.705882,1290,0.252941,0.693798,0.216442,0.613645
conj1,8,51,0,1,0.612353,1.2439,0.73,51,0.794695,1.23868,0.823529,1311,0.257059,0.829901,0.177353,1.0274
conj1,8,51,1,0,0.687435,1.4024,0.64,49,0.603375,1.39356,0.612245,1249,0.244902,0.59968,0.288416,0.859807
conj1,8,51,1,1,0.939062,1.6647,0.71,49,0.722012,1.67563,0.632653,1250,0.245098,0.6472,0.337118,1.12808
conj1,9,51,0,0,0.593959,0.975003,0.73,42,0.340681,0.895102,0.619048,1057,0.207255,0.626301,0.187864,0.541301
conj1,9,51,0,1,1.00712,1.37747,0.73,42,0.685427,1.38477,0.642857,1085,0.212745,0.639631,0.26441,0.951112
conj1,9,51,1,0,0.652843,1.57644,0.61,58,0.822808,1.72516,0.637931,1454,0.285098,0.64099,0.32467,1.15818
conj1,9,51,1,1,1.066,1.79295,0.73,58,1.28551,1.87478,0.793103,1504,0.294902,0.793218,0.318141,1.58216
conj1,10,51,0,0,0.337059,0.94963,0.65,48,0.450765,0.903203,0.6875,1227,0.240588,0.674002,0.166057,0.611293
conj1,10,51,0,1,0.581648,1.47464,0.66,48,0.819861,1.49879,0.75,1221,0.239412,0.753481,0.287387,1.12248
conj1,10,51,1,0,0.543025,1.29706,0.67,52,0.442356,1.27841,0.634615,1326,0.26,0.64178,0.347588,0.795849
conj1,10,51,1,1,0.787614,1.75577,0.66,52,0.572016,1.60765,0.615385,1326,0.26,0.613876,0.402706,0.960862
conj1,11,51,0,0,0.495244,0.94311,0.71,52,0.400227,0.867944,0.673077,1362,0.267059,0.668135,0.220828,0.606252
conj1,11,51,0,1,0.743842,1.3652,0.71,52,0.621329,1.29352,0.673077,1290,0.252941,0.660465,0.274386,0.873167
conj1,11,51,1,0,0.726219,1.24315,0.71,48,0.756171,1.17379,0.729167,1189,0.233137,0.729184,0.166324,0.938596
conj1,11,51,1,1,0.974817,1.50755,0.71,48,1.03456,1.54337,0.729167,1259,0.246863,0.743447,0.257453,1.29174
conj1,12,51,0,0,0.449134,1.00068,0.63,47,0.464211,1.12396,0.595745,1196,0.23451,0.586957,0.223573,0.666371
conj1,12,51,0,1,0.625585,1.33854,0.67,47,0.594229,1.43163,0.638298,1201,0.23549,0.655287,0.320018,0.955275
conj1,12,51,1,0,0.757474,1.52888,0.64,53,0.847437,1.56583,0.698113,1362,0.267059,0.692364,0.268332,1.11908
conj1,12,51,1,1,0.933924,1.71415,0.72,53,1.06506,1.84578,0.735849,1341,0.262941,0.735272,0.266978,1.32707
conj1,13,51,0,0,0.51935,0.963444,0.66,57,0.572684,1.04549,0.684211,1433,0.28098,0.689463,0.181896,0.761548
conj1,13,51,0,1,0.776012,1.40065,0.65,57,0.894681,1.49317,0.684211,1474,0.28902,0.674355,0.296372,1.17182
conj1,13,51,1,0,0.660528,1.35657,0.7,43,0.565892,1.28108,0.697674,1109,0.217451,0.703336,0.312984,0.87757
conj1,13,51,1,1,0.917189,1.55353,0.72,43,0.735946,1.24157,0.674419,1084,0.212549,0.687269,0.193264,0.955212
conj1,14,51,0,0,0.427902,0.884597,0.71,56,0.404516,0.856984,0.714286,1418,0.278039,0.712271,0.154646,0.566601
conj1,14,51,0,1,0.5526,1.35213,0.67,56,0.658471,1.24789,0.642857,1438,0.281961,0.65299,0.216939,0.884875
conj1,14,51,1,0,0.595443,1.34302,0.65,44,0.674589,1.34056,0.681818,1109,0.217451,0.707845,0.2615,0.999826
conj1,14,51,1,1,0.720141,1.72894,0.67,44,0.634779,1.85346,0.659091,1135,0.222549,0.638767,0.514895,1.07087
conj1,15,51,0,0,0.337408,1.04,0.57,44,0.442217,1.0335,0.590909,1088,0.213333,0.589154,0.222921,0.684471
conj1,15,51,0,1,0.413962,1.53092,0.61,44,0.595407,1.57079,0.613636,1156,0.226667,0.620242,0.372745,0.937294
conj1,15,51,1,0,0.350209,1.31644,0.58,56,0.30289,1.30251,0.553571,1431,0.280588,0.53529,0.404001,0.67051
conj1,15,51,1,1,0.426762,1.73282,0.59,56,0.319229,1.72447,0.571429,1425,0.279412,0.585965,0.513305,0.8972
conj1,16,51,0,0,0.305798,1.06296,0.62,41,0.511832,1.12879,0.682927,1050,0.205882,0.681905,0.280075,0.789167
conj1,16,51,0,1,0.487099,1.38098,0.58,41,0.753463,1.436,0.658537,1041,0.204118,0.645533,0.267407,1.00028
conj1,16,51,1,0,0.439105,1.35479,0.64,59,0.22559,1.2165,0.59322,1534,0.300784,0.587353,0.387436,0.600821
conj1,16,51,1,1,0.620406,1.62155,0.59,59,0.364967,1.49782,0.542373,1475,0.289216,0.542373,0.451479,0.805694
conj1,17,51,0,0,0.359665,1.07756,0.68,57,0.345252,0.940151,0.701754,1426,0.279608,0.702665,0.222297,0.574151
conj1,17,51,0,1,0.660451,1.56501,0.69,57,0.62456,1.40317,0.684211,1481,0.290392,0.694801,0.319424,0.943278
conj1,17,51,1,0,0.540421,1.23916,0.7,43,0.64258,1.28987,0.744186,1065,0.208824,0.73615,0.276247,0.923987
conj1,17,51,1,1,0.841207,1.61944,0.7,43,0.971837,1.80951,0.767442,1128,0.221176,0.765957,0.310026,1.30135
conj1,18,51,0,0,0.519249,0.907421,0.7,53,0.401768,0.754523,0.660377,1352,0.265098,0.678254,0.127074,0.564008
conj1,18,51,0,1,0.830987,1.25073,0.75,53,0.758909,1.12079,0.716981,1351,0.264902,0.717246,0.143027,0.873532
conj1,18,51,1,0,0.770446,1.35886,0.7,47,1.04684,1.44271,0.765957,1193,0.233922,0.769489,0.272251,1.33535
conj1,18,51,1,1,1.08218,1.56852,0.74,47,1.30738,1.72456,0.765957,1204,0.236078,0.754983,0.293535,1.56642
conj1,19,51,0,0,0.417093,1.01845,0.71,50,0.370122,0.975963,0.68,1260,0.247059,0.679365,0.213753,0.582755
conj1,19,51,0,1,0.565906,1.38787,0.68,50,0.692446,1.45071,0.72,1290,0.252941,0.713953,0.329326,1.01224
conj1,19,51,1,0,0.560803,1.53009,0.66,50,0.689147,1.52113,0.7,1258,0.246667,0.706677,0.34373,1.064
conj1,19,51,1,1,0.709616,1.71863,0.71,50,0.66445,1.67056,0.68,1292,0.253333,0.674149,0.387595,1.03059
conj1,0,61,0,0,0.363258,0.878558,0.64,49,0.502099,0.936124,0.653061,1495,0.245082,0.654849,0.187211,0.691558
conj1,0,61,0,1,0.697279,1.19602,0.66,49,0.61761,1.30726,0.571429,1494,0.244918,0.568273,0.264157,0.889416
conj1,0,61,1,0,0.577535,1.38423,0.7,51,0.544142,1.26716,0.745098,1491,0.244426,0.740443,0.302634,0.828844
conj1,0,61,1,1,0.911556,1.57609,0.72,51,1.0881,1.49154,0.803922,1620,0.265574,0.801852,0.21588,1.31527
conj1,1,61,0,0,0.250947,0.8714,0.6,57,0.163262,0.945026,0.596491,1780,0.291803,0.575281,0.327611,0.458131
conj1,1,61,0,1,0.525468,1.31904,0.7,57,0.367741,1.32445,0.666667,1697,0.278197,0.676488,0.370874,0.762186
conj1,1,61,1,0,0.768146,1.34727,0.76,43,1.09888,1.1433,0.883721,1341,0.219836,0.893363,0.0704196,1.16953
conj1,1,61,1,1,1.04267,1.62217,0.77,43,1.46625,1.39801,0.860465,1282,0.210164,0.848674,0.104119,1.57322
conj1,2,61,0,0,0.286445,1.08872,0.6,54,0.319658,1.02449,0.611111,1695,0.277869,0.60826,0.275444,0.594247
conj1,2,61,0,1,0.58368,1.24474,0.75,54,0.667664,1.03578,0.814815,1599,0.262131,0.81551,0.164641,0.830574
conj1,2,61,1,0,0.485386,1.63606,0.65,46,0.391838,1.73398,0.673913,1416,0.232131,0.681497,0.553621,0.957247
conj1,2,61,1,1,0.78262,1.75404,0.7,46,0.629472,1.89664,0.73913,1390,0.227869,0.735971,0.52174,1.11804
conj1,3,61,0,0,0.393814,1.12397,0.66,53,0.577715,1.15358,0.754717,1634,0.267869,0.74235,0.235128,0.780029
conj1,3,61,0,1,0.661453,1.53234,0.68,53,0.941945,1.65241,0.660377,1599,0.262131,0.661038,0.302802,1.266
conj1,3,61,1,0,0.453017,1.53911,0.6,47,0.273846,1.56514,0.595745,1475,0.241803,0.589153,0.556745,0.790796
conj1,3,61,1,1,0.720656,1.74767,0.64,47,0.432562,1.62433,0.574468,1392,0.228197,0.575431,0.410459,0.88278
conj1,4,61,0,0,0.340255,1.07117,0.59,57,0.36293,0.960338,0.631579,1737,0.284754,0.635003,0.217399,0.581176
conj1,4,61,0,1,0.509583,1.38701,0.59,57,0.532185,1.32333,0.631579,1740,0.285246,0.643678,0.328453,0.885719
conj1,4,61,1,0,0.639292,1.31956,0.63,43,0.578755,1.45532,0.604651,1304,0.21377,0.602761,0.35993,0.925832
conj1,4,61,1,1,0.808621,1.57246,0.67,43,0.74818,1.54166,0.604651,1319,0.21623,0.599697,0.313535,1.06242
conj1,5,61,0,0,0.472436,1.07183,0.71,41,0.317123,1.20187,0.658537,1278,0.209508,0.654147,0.3515,0.662895
conj1,5,61,0,1,0.704884,1.41488,0.69,41,0.540197,1.47749,0.658537,1223,0.200492,0.667212,0.333585,0.862171
conj1,5,61,1,0,0.620354,1.46358,0.64,59,0.768253,1.35085,0.694915,1782,0.292131,0.693042,0.203057,0.983178
conj1,5,61,1,1,0.852802,1.7492,0.69,59,1.00721,1.68671,0.745763,1817,0.297869,0.744634,0.240501,1.23722
conj1,6,61,0,0,0.586402,1.08955,0.74,59,0.627828,1.10712,0.79661,1808,0.296393,0.809735,0.192414,0.852701
conj1,6,61,0,1,0.976686,1.47384,0.72,59,1.10495,1.44758,0.728814,1791,0.293607,0.71971,0.208547,1.27919
conj1,6,61,1,0,1.01712,1.5693,0.76,41,0.972112,1.51364,0.731707,1257,0.206066,0.731106,0.241046,1.21036
conj1,6,61,1,1,1.4074,1.85332,0.76,41,1.23744,1.85021,0.731707,1244,0.203934,0.721865,0.293996,1.52178
conj1,7,61,0,0,0.395641,1.01883,0.67,48,0.271217,1.04527,0.604167,1489,0.244098,0.613163,0.295845,0.586642
conj1,7,61,0,1,0.480555,1.50178,0.63,48,0.34943,1.49394,0.625,1439,0.235902,0.621265,0.447042,0.781223
conj1,7,61,1,0,0.5
