n,mu2,tau,sigma,t,mean_unpooled,se_unpooled,mean_pooled,se_pooled,mean_eb,se_eb
50,0,10,0.1,65,42.993064,0.92508693,321.09339,2.30179,41.209201,0.99473689
50,0,10,0.1,66,43.496764,0.93873248,325.93094,2.3370155,41.684542,1.0089418
50,0,10,0.1,67,44.001383,0.95236895,330.76852,2.3722417,42.158826,1.0231463
50,0,10,0.1,68,44.505432,0.96606277,335.60608,2.4074693,42.63156,1.0373204
50,0,10,0.1,69,45.008536,0.97971014,340.44363,2.4426973,43.104998,1.051539
50,0,10,0.1,70,45.510617,0.99333428,345.28119,2.4779259,43.577619,1.0657661
50,0,10,0.1,71,46.012225,1.0069577,350.11874,2.5131553,44.049079,1.079858
50,0,10,0.1,72,46.514804,1.0206079,354.95629,2.5483854,44.519897,1.0940146
50,0,10,0.1,73,47.01678,1.0341538,359.79385,2.583616,44.988921,1.1080314
50,0,10,0.1,74,47.516919,1.0477358,364.63141,2.6188478,45.458844,1.1220851
50,0,10,0.1,75,48.016352,1.0613493,369.46897,2.6540801,45.928232,1.1361331
50,0,10,0.1,76,48.516316,1.0749269,374.30653,2.689313,46.396262,1.1501265
50,0,10,0.1,77,49.014593,1.0884879,379.14773,2.7246892,46.864328,1.1641251
50,0,10,0.1,78,49.515031,1.1020827,383.98528,2.7599227,47.330963,1.1781176
50,0,10,0.1,79,50.014476,1.1156301,388.82284,2.7951572,47.798863,1.1921263
50,0,10,0.1,80,50.513362,1.1292529,393.6604,2.8303917,48.267194,1.2062284
50,0,10,0.1,81,51.013177,1.1429011,398.49796,2.8656272,48.733374,1.220245
50,0,10,0.1,82,51.511394,1.1565021,403.33551,2.900863,49.200578,1.234305
50,0,10,0.1,83,52.008764,1.1701333,408.17307,2.9360989,49.667304,1.2482835
50,0,10,0.1,84,52.50623,1.1837831,413.01063,2.9713357,50.133279,1.2623855
50,0,10,0.1,85,53.003037,1.197338,417.84818,3.0065725,50.598212,1.2764596
50,0,10,0.1,86,53.49877,1.2109068,422.68573,3.0418096,51.065239,1.2904938
50,0,10,0.1,87,53.994369,1.2245125,427.52692,3.076978,51.530647,1.3045456
50,0,10,0.1,88,54.491256,1.2380949,432.36448,3.1122163,51.995735,1.3186044
50,0,10,0.1,89,54.986878,1.2516907,437.20204,3.1474545,52.461225,1.3326844
50,0,10,0.1,90,55.480699,1.2652554,442.03959,3.1826932,52.926027,1.3467386
50,0,10,0.1,91,55.974311,1.2788052,446.87715,3.2179325,53.391662,1.3608472
50,0,10,0.1,92,56.46931,1.2924524,451.71762,3.2532971,53.855368,1.3749141
50,0,10,0.1,93,56.961715,1.3059995,456.55518,3.2885371,54.321202,1.3889992
50,0,10,0.1,94,57.454827,1.319525,461.40247,3.32291,54.785021,1.403049
50,0,10,0.1,95,57.946089,1.3330529,466.24002,3.3581501,55.24801,1.4171034
50,0,10,0.1,96,58.43715,1.3465578,471.07758,3.3933906,55.710428,1.4311292
50,0,10,0.1,97,58.927668,1.3600675,475.91514,3.4286318,56.172888,1.4451855
50,0,10,0.1,98,59.418714,1.373554,480.75269,3.4638728,56.634692,1.4592411
50,0,10,0.1,99,59.909479,1.3870442,485.59024,3.4991141,57.098428,1.4732988
50,0,10,0.1,100,60.400897,1.400505,490.4278,3.5343556,57.560549,1.4873774
50,0,10,0.1,101,60.890918,1.4140081,495.26535,3.5695974,58.022751,1.5014209
50,0,10,0.1,102,61.382566,1.4274846,500.1029,3.6048393,58.483176,1.5154465
50,0,10,0.1,103,61.873221,1.4409972,504.94046,3.6400815,58.943852,1.5294504
50,0,10,0.1,104,62.36319,1.4545424,509.77801,3.6753239,59.405022,1.5434848
50,0,10,0.1,105,62.853703,1.4680644,514.61557,3.7105669,59.865087,1.5575451
50,0,10,0.1,106,63.343498,1.4815483,519.45312,3.7458098,60.325594,1.5715152
50,0,10,0.1,107,63.831742,1.4950182,524.29068,3.7810533,60.785578,1.58553
50,0,10,0.1,108,64.319538,1.508422,529.13203,3.8160805,61.244289,1.5995933
50,0,10,0.1,109,64.805669,1.5218011,533.96958,3.851324,61.702913,1.6136428
50,0,10,0.1,110,65.291739,1.5351568,538.80714,3.8865676,62.161321,1.6277052
50,0,10,0.1,111,65.778136,1.5485362,543.65035,3.9218173,62.619689,1.6417823
50,0,10,0.1,112,66.263016,1.5618147,548.4879,3.9570612,63.078373,1.6558455
50,0,10,0.1,113,66.746625,1.5749822,553.32546,3.9923055,63.53569,1.6698472
50,0,10,0.1,114,67.229691,1.5881293,558.16301,4.0275498,63.992895,1.6838471
50,0,10,0.1,115,67.713125,1.6012181,563.00056,4.0627943,64.449431,1.6978739
50,0,10,0.1,116,68.195675,1.6143929,567.83812,4.098039,64.906261,1.7118965
50,0,10,0.1,117,68.677597,1.6275367,572.67567,4.1332838,65.362956,1.7258757
50,0,10,0.1,118,69.160335,1.6406613,577.51322,4.1685288,65.818436,1.7398602
50,0,10,0.1,119,69.643236,1.6538274,582.35078,4.2037743,66.274539,1.7538704
50,0,10,0.1,120,70.123862,1.6670054,587.18834,4.2390196,66.730689,1.7678591
50,0,10,0.1,121,70.604501,1.6801889,592.02589,4.2742649,67.186321,1.7818528
50,0,10,0.1,122,71.085177,1.6933745,596.86345,4.309511,67.641917,1.7958187
50,0,10,0.1,123,71.56608,1.7065606,601.70101,4.3447567,68.097449,1.8098043
50,0,10,0.1,124,72.0466,1.7197635,606.53856,4.3800024,68.551769,1.8237961
50,0,10,0.1,125,72.526886,1.7329758,611.37611,4.4152484,69.006245,1.8378077
50,0,10,0.1,126,73.007182,1.7461998,616.21367,4.4504945,69.460071,1.8517946
50,0,10,0.1,127,73.487459,1.7593698,621.05122,4.4857407,69.914407,1.8657858
50,0,10,0.1,128,73.965835,1.7725049,625.88878,4.5209874,70.369464,1.8797545
50,0,10,0.1,129,74.444104,1.7856446,630.72634,4.5562338,70.82258,1.893754
50,0,10,0.1,130,74.923964,1.798829,635.56389,4.5914804,71.275573,1.9077512
50,0,10,0.1,131,75.400965,1.8119482,640.40145,4.626727,71.728748,1.921699
50,0,10,0.1,132,75.878755,1.8250203,645.239,4.6619737,72.18088,1.9356639
50,0,10,0.1,133,76.356031,1.8381596,650.07655,4.6972205,72.632556,1.9496401
50,0,10,0.1,134,76.833741,1.8512297,654.91411,4.7324675,73.084436,1.9635903
50,0,10,0.1,135,77.310471,1.8643217,659.75167,4.767715,73.535261,1.9774934
50,0,10,0.1,136,77.787396,1.8774734,664.58922,4.8029621,73.987067,1.991457
50,0,10,0.1,137,78.263418,1.8905821,669.42678,4.8382094,74.438374,2.0053486
50,0,10,0.1,138,78.740453,1.9037452,674.26433,4.8734567,74.889264,2.0192712
50,0,10,0.1,139,79.214912,1.9168561,679.10188,4.9087042,75.340184,2.0332011
50,0,10,0.1,140,79.691125,1.9299397,683.93945,4.9439521,75.790145,2.0470753
50,0,10,0.1,141,80.165909,1.9429658,688.777,4.9791998,76.240553,2.0609929
50,0,10,0.1,142,80.640455,1.9560919,693.61866,5.0144054,76.690719,2.0749464
50,0,10,0.1,143,81.113917,1.9691615,698.45621,5.0496531,77.139627,2.0888389
50,0,10,0.1,144,81.587246,1.9822366,703.29376,5.084901,77.588966,2.1027556
50,0,10,0.1,145,82.06066,1.9953018,708.13683,5.1201676,78.037798,2.1165859
50,0,10,0.1,146,82.533638,2.0083687,712.97439,5.1554156,78.486124,2.1303976
50,0,10,0.1,147,83.006302,2.0214263,717.81194,5.1906637,78.934434,2.1441543
50,0,10,0.1,148,83.479551,2.0344913,722.6495,5.2259119,79.382005,2.1579614
50,0,10,0.1,149,83.95241,2.047552,727.48705,5.2611602,79.828873,2.1717213
50,0,10,0.1,150,84.424056,2.0606359,732.32461,5.2964085,80.275772,2.185513
50,0,10,0.1,151,84.895997,2.0736754,737.16216,5.3316569,80.722461,2.1992815
50,0,10,0.1,152,85.36701,2.0867456,741.99971,5.3669054,81.168673,2.2130669
50,0,10,0.1,153,85.83821,2.0998397,746.83727,5.402154,81.61489,2.2268557
50,0,10,0.1,154,86.30796,2.1128235,751.67482,5.4374026,82.061111,2.2406483
50,0,10,0.1,155,86.778104,2.1258085,756.51238,5.4726513,82.507209,2.2544478
50,0,10,0.1,156,87.247614,2.1388018,761.34993,5.5078999,82.953279,2.2682532
50,0,10,0.1,157,87.716504,2.1517353,766.18748,5.5431488,83.399182,2.2820615
50,0,10,0.1,158,88.186603,2.1647066,771.02505,5.5783981,83.845087,2.2958731
50,0,10,0.1,159,88.656112,2.1776565,775.8626,5.613647,84.291499,2.3096644
50,0,10,0.1,160,89.125256,2.1905963,780.70015,5.648896,84.7383,2.3235271
50,0,10,0.1,161,89.594492,2.2035399,785.53771,5.684145,85.18477,2.3373213
50,0,10,0.1,162,90.063153,2.2164916,790.37527,5.7193946,85.630441,2.3511447
50,0,10,0.1,163,90.531805,2.2294044,795.21871,5.7543593,86.076769,2.364942
50,0,10,0.1,164,90.999846,2.2423308,800.05793,5.7897148,86.522404,2.3787719
50,0,10,0.1,165,91.467604,2.2552688,804.90064,5.8244453,86.96804,2.3926048
50,0,10,0.1,166,91.936134,2.268233,809.73819,5.8596946,87.414054,2.4064468
50,0,10,0.1,167,92.403804,2.2811825,814.57574,5.894944,87.859586,2.4203063
50,0,10,0.1,168,92.871776,2.2941147,819.4133,5.9301934,88.304222,2.434168
50,0,10,0.1,169,93.340163,2.3070506,824.25085,5.9654429,88.749082,2.4480184
50,0,10,0.1,170,93.808478,2.3199959,829.08841,6.0006925,89.194353,2.4618952
50,0,10,0.1,171,94.275972,2.332974,833.92596,6.035942,89.638261,2.4757305
50,0,10,0.1,172,94.743772,2.3459586,838.76351,6.0711916,90.084914,2.4896154
50,0,10,0.1,173,95.211108,2.3589474,843.60107,6.1064413,90.528681,2.5034642
50,0,10,0.1,174,95.678744,2.3719319,848.43862,6.1416911,90.972861,2.5173153
50,0,10,0.1,175,96.144956,2.3848604,853.27617,6.1769409,91.416618,2.5311696
50,0,10,0.1,176,96.610923,2.3977862,858.11373,6.2121907,91.86034,2.5450153
50,0,10,0.1,177,97.075986,2.4106476,862.95128,6.2474406,92.304094,2.5588661
50,0,10,0.1,178,97.54187,2.4234907,867.78884,6.2826905,92.747581,2.5727245
50,0,10,0.1,179,98.006129,2.4363793,872.62639,6.3179404,93.190642,2.5865604
50,0,10,0.1,180,98.470974,2.4492858,877.46395,6.3531909,93.634074,2.6004067
50,0,10,0.1,181,98.93537,2.4621787,882.30151,6.3884409,94.078029,2.6142475
50,0,10,0.1,182,99.40126,2.4750092,887.13906,6.423691,94.521652,2.6281054
50,0,10,0.1,183,99.866276,2.4878987,891.97661,6.4589411,94.964764,2.6419469
50,0,10,0.1,184,100.33018,2.5007892,896.81417,6.4941913,95.407151,2.6558212
50,0,10,0.1,185,100.79394,2.5136724,901.65558,6.5292897,95.849987,2.6698478
50,0,10,0.1,186,101.25722,2.5265739,906.49314,6.5645399,96.292192,2.6837368
50,0,10,0.1,187,101.72096,2.5394539,911.3307,6.5997906,96.734036,2.6976196
50,0,10,0.1,188,102.18386,2.5523664,916.16825,6.6350409,97.175906,2.7115035
50,0,10,0.1,189,102.6469,2.5652745,921.00581,6.6702912,97.618019,2.7254291
50,0,10,0.1,190,103.1103,2.5782602,925.84336,6.7055416,98.060235,2.7392987
50,0,10,0.1,191,103.57335,2.5911707,930.68091,6.7407921,98.50111,2.7531727
50,0,10,0.1,192,104.03684,2.6040253,935.51847,6.7760425,98.941966,2.7670502
50,0,10,0.1,193,104.49904,2.6169019,940.35602,6.811293,99.383985,2.7808767
50,0,10,0.1,194,104.96117,2.6297867,945.19358,6.8465435,99.823963,2.7947012
50,0,10,0.1,195,105.42386,2.6426876,950.03113,6.881794,100.26376,2.8085636
50,0,10,0.1,196,105.88662,2.6555876,954.86868,6.9170446,100.70425,2.8224219
50,0,10,0.1,197,106.35002,2.6684693,959.70624,6.9522952,101.14366,2.8362808
50,0,10,0.1,198,106.812,2.6813476,964.54379,6.9875458,101.58249,2.8501407
50,0,10,0.1,199,107.27371,2.6942293,969.38134,7.0227964,102.02145,2.8639092
50,1,0.1,0.1,0,0.5032006,0.0033221163,0.48368264,0.022364934,0.49960965,0.0033380907
50,1,0.1,0.1,1,0.83656344,0.0052330717,0.80943126,0.035954552,0.73587905,0.005153094
50,1,0.1,0.1,2,1.0276822,0.0062838212,0.99494391,0.045086645,0.92740445,0.0070428022
50,1,0.1,0.1,3,1.1473162,0.0070286792,1.1192998,0.049987755,1.0999863,0.0090198818
50,1,0.1,0.1,4,1.2267129,0.0073818414,1.197385,0.053269348,1.2601153,0.011233158
50,1,0.1,0.1,5,1.2811188,0.0075808598,1.2595021,0.054225113,1.4122352,0.013704881
50,1,0.1,0.1,6,1.3236386,0.007697457,1.3237293,0.054608976,1.559203,0.016255977
50,1,0.1,0.1,7,1.3559585,0.0077474314,1.3558468,0.054145563,1.7019626,0.01889146
50,1,0.1,0.1,8,1.3815272,0.0076512904,1.381768,0.053304176,1.8416749,0.021607425
50,1,0.1,0.1,9,1.4031844,0.0075707256,1.3857888,0.05317082,1.978741,0.024349298
50,1,0.1,0.1,10,1.4188871,0.0074511449,1.3897116,0.053037973,2.1136509,0.027117446
50,1,0.1,0.1,11,1.4329803,0.0074039533,1.4136702,0.052214838,2.2462254,0.029916684
50,1,0.1,0.1,12,1.4459418,0.007397558,1.4257272,0.051788669,2.3775498,0.032748334
50,1,0.1,0.1,13,1.4555048,0.0073829364,1.4397849,0.05127995,2.5081093,0.035609254
50,1,0.1,0.1,14,1.4625691,0.0073972389,1.4558309,0.050683096,2.6374044,0.038489654
50,1,0.1,0.1,15,1.4698158,0.0073335172,1.4618589,0.050454708,2.7658743,0.041393733
50,1,0.1,0.1,16,1.4760653,0.0072859019,1.4739512,0.049989573,2.8934816,0.044311523
50,1,0.1,0.1,17,1.4812972,0.0072612691,1.4779817,0.049832247,3.0205298,0.047255138
50,1,0.1,0.1,18,1.4860236,0.0072384339,1.4799678,0.049753716,3.147148,0.050206752
50,1,0.1,0.1,19,1.4897653,0.0072316831,1.4799678,0.049753716,3.2726473,0.053170117
50,1,0.1,0.1,20,1.4931729,0.0072001849,1.4839554,0.04959556,3.3977114,0.056153968
50,1,0.1,0.1,21,1.4953981,0.0071761878,1.4859597,0.049515814,3.522449,0.059145237
50,1,0.1,0.1,22,1.4980227,0.007175369,1.4879515,0.049436022,3.6468669,0.062137976
50,1,0.1,0.1,23,1.4996791,0.0071411151,1.4918844,0.049276618,3.771068,0.065143039
50,1,0.1,0.1,24,1.5011584,0.0071568702,1.4918844,0.049276618,3.8947399,0.068153343
50,1,0.1,0.1,25,1.5020774,0.0071643546,1.4918844,0.049276618,4.0180143,0.071170946
50,1,0.1,0.1,26,1.5034801,0.0071590169,1.4918844,0.049276618,4.140648,0.074193448
50,1,0.1,0.1,27,1.5045313,0.0071364916,1.4938655,0.049196178,4.2632502,0.077222815
50,1,0.1,0.1,28,1.5052858,0.0071459155,1.4958973,0.049114425,4.3856904,0.080257686
50,1,0.1,0.1,29,1.5060174,0.0071468629,1.4958973,0.049114425,4.5080131,0.083298089
50,1,0.1,0.1,30,1.5068937,0.0071457657,1.4958973,0.049114425,4.6301729,0.086340089
50,1,0.1,0.1,31,1.507233,0.0071408122,1.4958973,0.049114425,4.7523327,0.089388108
50,1,0.1,0.1,32,1.5074264,0.0071416451,1.4979327,0.049032298,4.8742879,0.092434512
50,1,0.1,0.1,33,1.5078133,0.0071478461,1.4979327,0.049032298,4.9958105,0.095491456
50,1,0.1,0.1,34,1.5084751,0.0071454312,1.4979327,0.049032298,5.1172135,0.098552964
50,1,0.1,0.1,35,1.5087394,0.0071486919,1.4979327,0.049032298,5.2383808,0.10162099
50,1,0.1,0.1,36,1.5090153,0.0071494135,1.4979327,0.049032298,5.3593867,0.10468808
50,1,0.1,0.1,37,1.5093916,0.007158711,1.4979327,0.049032298,5.4803581,0.10775933
50,1,0.1,0.1,38,1.5095089,0.0071587454,1.4979327,0.049032298,5.6012913,0.11083364
50,1,0.1,0.1,39,1.5096757,0.0071559987,1.4979327,0.049032298,5.722183,0.1139106
50,1,0.1,0.1,40,1.5097301,0.0071521666,1.4979327,0.049032298,5.8429042,0.1169866
50,1,0.1,0.1,41,1.5098617,0.0071471906,1.4979327,0.049032298,5.9635876,0.12006526
50,1,0.1,0.1,42,1.5100343,0.0071502876,1.4979327,0.049032298,6.0840638,0.12314294
50,1,0.1,0.1,43,1.5100343,0.0071502876,1.4979327,0.049032298,6.2043942,0.12622461
50,1,0.1,0.1,44,1.5100343,0.0071502876,1.4979327,0.049032298,6.3245977,0.12930426
50,1,0.1,0.1,45,1.510209,0.0071518266,1.4979327,0.049032298,6.4447239,0.1323845
50,1,0.1,0.1,46,1.5102889,0.0071507811,1.4979327,0.049032298,6.5646216,0.13546608
50,1,0.1,0.1,47,1.5103774,0.0071497487,1.4979327,0.049032298,6.6845193,0.13855048
50,1,0.1,0.1,48,1.5104575,0.0071485505,1.4979327,0.049032298,6.8043767,0.14163817
50,1,0.1,0.1,49,1.5104575,0.0071485505,1.4979327,0.049032298,6.9242,0.14472778
50,1,0.1,0.1,50,1.5104575,0.0071485505,1.4979327,0.049032298,7.043829,0.14782109
50,1,0.1,0.1,51,1.5104575,0.0071485505,1.4979327,0.049032298,7.1634579,0.15091685
50,1,0.1,0.1,52,1.5105005,0.0071473104,1.4979327,0.049032298,7.2830471,0.15401572
50,1,0.1,0.1,53,1.5105005,0.0071473104,1.4979327,0.049032298,7.4024479,0.15711885
50,1,0.1,0.1,54,1.5105005,0.0071473104,1.4979327,0.049032298,7.5218112,0.16022423
50,1,0.1,0.1,55,1.5105005,0.0071473104,1.4979327,0.049032298,7.6411353,0.16332963
50,1,0.1,0.1,56,1.5105005,0.0071473104,1.4979327,0.049032298,7.7604202,0.16643469
50,1,0.1,0.1,57,1.5105544,0.0071460517,1.4979327,0.049032298,7.8796618,0.16954114
50,1,0.1,0.1,58,1.5106038,0.0071427307,1.4979327,0.049032298,7.9989034,0.17264939
50,1,0.1,0.1,59,1.5106038,0.0071427307,1.4979327,0.049032298,8.1180741,0.17575733
50,1,0.1,0.1,60,1.5106038,0.0071427307,1.4979327,0.049032298,8.2372124,0.17886658
50,1,0.1,0.1,61,1.5106453,0.0071428219,1.4979327,0.049032298,8.3563062,0.18197504
50,1,0.1,0.1,62,1.5106453,0.0071428219,1.4979327,0.049032298,8.4754,0.18508499
50,1,0.1,0.1,63,1.5106453,0.0071428219,1.4979327,0.049032298,8.5940553,0.18820217
50,1,0.1,0.1,64,1.5106453,0.0071428219,1.4979327,0.049032298,8.7127107,0.19132098
50,1,0.1,0.1,65,1.5106453,0.0071428219,1.4979327,0.049032298,8.8313661,0.19444132
50,1,0.1,0.1,66,1.5106453,0.0071428219,1.4979327,0.049032298,8.9499821,0.19756285
50,1,0.1,0.1,67,1.5106453,0.0071428219,1.4979327,0.049032298,9.0685981,0.20068579
50,1,0.1,0.1,68,1.5106453,0.0071428219,1.4979327,0.049032298,9.1871321,0.20380879
50,1,0.1,0.1,69,1.5106453,0.0071428219,1.4979327,0.049032298,9.3054978,0.20693732
50,1,0.1,0.1,70,1.5106453,0.0071428219,1.4979327,0.049032298,9.4238224,0.2100676
50,1,0.1,0.1,71,1.5106453,0.0071428219,1.4979327,0.049032298,9.5419666,0.21320102
50,1,0.1,0.1,72,1.5106453,0.0071428219,1.4979327,0.049032298,9.6600277,0.21633288
50,1,0.1,0.1,73,1.5106453,0.0071428219,1.4979327,0.049032298,9.7780431,0.21946602
50,1,0.1,0.1,74,1.5106453,0.0071428219,1.4979327,0.049032298,9.8960586,0.22260052
50,1,0.1,0.1,75,1.5106453,0.0071428219,1.4979327,0.049032298,10.014074,0.22573631
50,1,0.1,0.1,76,1.5106453,0.0071428219,1.4979327,0.049032298,10.132089,0.22887334
50,1,0.1,0.1,77,1.5106453,0.0071428219,1.4979327,0.049032298,10.250065,0.232012
50,1,0.1,0.1,78,1.5106453,0.0071428219,1.4979327,0.049032298,10.367998,0.23515043
50,1,0.1,0.1,79,1.5106453,0.0071428219,1.4979327,0.049032298,10.485932,0.23828996
50,1,0.1,0.1,80,1.5106453,0.0071428219,1.4979327,0.049032298,10.603865,0.24143055
50,1,0.1,0.1,81,1.5106453,0.0071428219,1.4979327,0.049032298,10.721798,0.24457216
50,1,0.1,0.1,82,1.5106453,0.0071428219,1.4979327,0.049032298,10.839692,0.24771405
50,1,0.1,0.1,83,1.5106453,0.0071428219,1.4979327,0.049032298,10.957491,0.2508548
50,1,0.1,0.1,84,1.5106453,0.0071428219,1.4979327,0.049032298,11.07529,0.25399649
50,1,0.1,0.1,85,1.5106453,0.0071428219,1.4979327,0.049032298,11.193089,0.25713906
50,1,0.1,0.1,86,1.5106453,0.0071428219,1.4979327,0.049032298,11.310806,0.2602819
50,1,0.1,0.1,87,1.5106453,0.0071428219,1.4979327,0.049032298,11.428379,0.26342739
50,1,0.1,0.1,88,1.5106453,0.0071428219,1.4979327,0.049032298,11.545952,0.26657384
50,1,0.1,0.1,89,1.5106453,0.0071428219,1.4979327,0.049032298,11.663526,0.2697212
50,1,0.1,0.1,90,1.5106453,0.0071428219,1.4979327,0.049032298,11.781099,0.27286945
50,1,0.1,0.1,91,1.5106453,0.0071428219,1.4979327,0.049032298,11.898589,0.27601594
50,1,0.1,0.1,92,1.5106453,0.0071428219,1.4979327,0.049032298,12.015851,0.27916076
50,1,0.1,0.1,93,1.5106453,0.0071428219,1.4979327,0.049032298,12.133113,0.28230664
50,1,0.1,0.1,94,1.5106453,0.0071428219,1.4979327,0.049032298,12.250375,0.28545355
50,1,0.1,0.1,95,1.5106453,0.0071428219,1.4979327,0.049032298,12.367637,0.28860146
50,1,0.1,0.1,96,1.5106453,0.0071428219,1.4979327,0.049032298,12.484898,0.29175033
50,1,0.1,0.1,97,1.5106453,0.0071428219,1.4979327,0.049032298,12.60216,0.29490013
50,1,0.1,0.1,98,1.5106453,0.0071428219,1.4979327,0.049032298,12.719422,0.29805083
50,1,0.1,0.1,99,1.5106453,0.0071428219,1.4979327,0.049032298,12.836645,0.30120173
50,1,0.1,0.1,100,1.5106453,0.0071428219,1.4979327,0.049032298,12.953869,0.30435347
50,1,0.1,0.1,101,1.5106453,0.0071428219,1.4979327,0.049032298,13.071092,0.30750604
50,1,0.1,0.1,102,1.5106453,0.0071428219,1.4979327,0.049032298,13.188315,0.31065941
50,1,0.1,0.1,103,1.5106453,0.0071428219,1.4979327,0.049032298,13.305538,0.31381356
50,1,0.1,0.1,104,1.5106453,0.0071428219,1.4979327,0.049032298,13.422762,0.31696845
50,1,0.1,0.1,105,1.5106453,0.0071428219,1.4979327,0.049032298,13.539985,0.32012408
50,1,0.1,0.1,106,1.5106453,0.0071428219,1.4979327,0.049032298,13.657208,0.32328041
50,1,0.1,0.1,107,1.5106453,0.0071428219,1.4979327,0.049032298,13.774431,0.32643743
50,1,0.1,0.1,108,1.5106453,0.0071428219,1.4979327,0.049032298,13.891654,0.32959512
50,1,0.1,0.1,109,1.5106453,0.0071428219,1.4979327,0.049032298,14.008878,0.33275346
50,1,0.1,0.1,110,1.5106453,0.0071428219,1.4979327,0.049032298,14.126101,0.33591243
50,1,0.1,0.1,111,1.5106453,0.0071428219,1.4979327,0.049032298,14.243324,0.33907201
50,1,0.1,0.1,112,1.5106453,0.0071428219,1.4979327,0.049032298,14.360547,0.34223218
50,1,0.1,0.1,113,1.5106453,0.0071428219,1.4979327,0.049032298,14.477771,0.34539294
50,1,0.1,0.1,114,1.5106453,0.0071428219,1.4979327,0.049032298,14.594994,0.34855426
50,1,0.1,0.1,115,1.5106453,0.0071428219,1.4979327,0.049032298,14.712217,0.35171613
50,1,0.1,0.1,116,1.5106453,0.0071428219,1.4979327,0.049032298,14.82944,0.35487853
50,1,0.1,0.1,117,1.5106453,0.0071428219,1.4979327,0.049032298,14.946623,0.35804134
50,1,0.1,0.1,118,1.5106453,0.0071428219,1.4979327,0.049032298,15.063806,0.36120467
50,1,0.1,0.1,119,1.5106453,0.0071428219,1.4979327,0.049032298,15.180989,0.36436849
50,1,0.1,0.1,120,1.5106453,0.0071428219,1.4979327,0.049032298,15.298131,0.36753008
50,1,0.1,0.1,121,1.5106453,0.0071428219,1.4979327,0.049032298,15.415273,0.37069216
50,1,0.1,0.1,122,1.5106453,0.0071428219,1.4979327,0.049032298,15.532415,0.37385469
50,1,0.1,0.1,123,1.5106453,0.0071428219,1.4979327,0.049032298,15.649557,0.37701768
50,1,0.1,0.1,124,1.5106453,0.0071428219,1.4979327,0.049032298,15.7667,0.3801811
50,1,0.1,0.1,125,1.5106453,0.0071428219,1.4979327,0.049032298,15.883686,0.38334936
50,1,0.1,0.1,126,1.5106453,0.0071428219,1.4979327,0.049032298,16.000672,0.38651809
50,1,0.1,0.1,127,1.5106453,0.0071428219,1.4979327,0.049032298,16.117659,0.38968728
50,1,0.1,0.1,128,1.5106453,0.0071428219,1.4979327,0.049032298,16.234645,0.39285692
50,1,0.1,0.1,129,1.5106453,0.0071428219,1.4979327,0.049032298,16.351631,0.396027
50,1,0.1,0.1,130,1.5106453,0.0071428219,1.4979327,0.049032298,16.468617,0.39919751
50,1,0.1,0.1,131,1.5106453,0.0071428219,1.4979327,0.049032298,16.585604,0.40236843
50,1,0.1,0.1,132,1.5106453,0.0071428219,1.4979327,0.049032298,16.70259,0.40553977
50,1,0.1,0.1,133,1.5106453,0.0071428219,1.4979327,0.049032298,16.819576,0.40871151
50,1,0.1,0.1,134,1.5106453,0.0071428219,1.4979327,0.049032298,16.936563,0.41188364
50,1,0.1,0.1,135,1.5106453,0.0071428219,1.4979327,0.049032298,17.053503,0.41505656
50,1,0.1,0.1,136,1.5106638,0.0071438719,1.4979327,0.049032298,17.170444,0.41822986
50,1,0.1,0.1,137,1.5106638,0.0071438719,1.4979327,0.049032298,17.287346,0.42140389
50,1,0.1,0.1,138,1.5106638,0.0071438719,1.4979327,0.049032298,17.404067,0.42457999
50,1,0.1,0.1,139,1.5106638,0.0071438719,1.4979327,0.049032298,17.520789,0.42775653
50,1,0.1,0.1,140,1.5106638,0.0071438719,1.4979327,0.049032298,17.637511,0.43093351
50,1,0.1,0.1,141,1.5106638,0.0071438719,1.4979327,0.049032298,17.754232,0.43411092
50,1,0.1,0.1,142,1.5106638,0.0071438719,1.4979327,0.049032298,17.870954,0.43728875
50,1,0.1,0.1,143,1.5106638,0.0071438719,1.4979327,0.049032298,17.987675,0.44046698
50,1,0.1,0.1,144,1.5106638,0.0071438719,1.4979327,0.049032298,18.104357,0.44364233
50,1,0.1,0.1,145,1.5106638,0.0071438719,1.4979327,0.049032298,18.221039,0.44681808
50,1,0.1,0.1,146,1.5106638,0.0071438719,1.4979327,0.049032298,18.337683,0.44999119
50,1,0.1,0.1,147,1.5106638,0.0071438719,1.4979327,0.049032298,18.454286,0.453163
50,1,0.1,0.1,148,1.5106638,0.0071438719,1.4979327,0.049032298,18.570888,0.45633518
50,1,0.1,0.1,149,1.5106638,0.0071438719,1.4979327,0.049032298,18.687491,0.45950774
50,1,0.1,0.1,150,1.5106638,0.0071438719,1.4979327,0.049032298,18.804094,0.46268066
50,1,0.1,0.1,151,1.5106638,0.0071438719,1.4979327,0.049032298,18.920696,0.46585394
50,1,0.1,0.1,152,1.5106638,0.0071438719,1.4979327,0.049032298,19.037299,0.46902756
50,1,0.1,0.1,153,1.5106638,0.0071438719,1.4979327,0.049032298,19.153902,0.47220152
50,1,0.1,0.1,154,1.5106638,0.0071438719,1.4979327,0.049032298,19.270504,0.47537582
50,1,0.1,0.1,155,1.5106638,0.0071438719,1.4979327,0.049032298,19.387107,0.47855045
50,1,0.1,0.1,156,1.5106638,0.0071438719,1.4979327,0.049032298,19.50371,0.48172539
